Case_Number,Year,Type,Country,Activity,Sex,Age,Fatal (Y/N),Species,Month,Country_Code,Latitude,Longitude,Season
2018-06-25,2018,Watercraft,UNITED STATES,rowing sports,F,57.0,N,white shark,6,US,38.0,-97.0,Spring
2018-06-18,2018,Unprovoked,UNITED STATES,wading,F,11.0,N,,6,US,38.0,-97.0,Spring
2018-05-27,2018,Unprovoked,UNITED STATES,fishing,M,52.0,N,lemon shark,5,US,38.0,-97.0,Spring
2018-05-26,2018,Unprovoked,UNITED STATES,wading,M,15.0,N,bull shark,5,US,38.0,-97.0,Spring
2018-05-26,2018,Unprovoked,UNITED STATES,wading,M,12.0,N,,5,US,38.0,-97.0,Spring
2018-05-21,2018,Unprovoked,UNITED STATES,surfing,M,10.0,N,,5,US,38.0,-97.0,Spring
2018-05-13,2018,Unprovoked,UNITED STATES,swimming,M,10.0,N,,5,US,38.0,-97.0,Spring
2018-04-19,2018,Unprovoked,UNITED STATES,surfing,M,29.0,N,,4,US,38.0,-97.0,Spring
2018-03-31,2018,Unprovoked,UNITED STATES,rowing sports,M,25.0,N,tiger shark,3,US,38.0,-97.0,Winter
2017-12-31,2017,Unprovoked,UNITED STATES,surfing,F,54.0,N,tiger shark,12,US,38.0,-97.0,Autumn
2017-12-30,2017,Unprovoked,UNITED STATES,surfing,F,35.0,N,,12,US,38.0,-97.0,Autumn
2017-11-24,2017,Unprovoked,UNITED STATES,multiple activities,M,25.0,N,white shark,11,US,38.0,-97.0,Autumn
2017-11-18,2017,Unprovoked,UNITED STATES,surfing,F,14.0,N,,11,US,38.0,-97.0,Autumn
2017-10-26,2017,Unprovoked,UNITED STATES,rowing sports,M,,N,,10,US,38.0,-97.0,Autumn
2017-10-23,2017,Unprovoked,UNITED STATES,surfing,M,17.0,N,,10,US,38.0,-97.0,Autumn
2017-10-23,2017,Unprovoked,UNITED STATES,swimming,F,60.0,N,,10,US,38.0,-97.0,Autumn
2017-10-18,2017,Unprovoked,UNITED STATES,swimming,M,,N,spinner shark,10,US,38.0,-97.0,Autumn
2017-10-09,2017,Unprovoked,UNITED STATES,surfing,M,54.0,N,tiger shark,10,US,38.0,-97.0,Autumn
2017-10-05,2017,Unprovoked,UNITED STATES,snorkeling,F,40.0,N,,10,US,38.0,-97.0,Autumn
2017-09-25,2017,Unprovoked,UNITED STATES,surfing,M,,N,,9,US,38.0,-97.0,Summer
2017-09-24,2017,Unprovoked,UNITED STATES,surfing,M,,N,,9,US,38.0,-97.0,Summer
2017-09-20,2017,Unprovoked,UNITED STATES,surfing,M,,N,,9,US,38.0,-97.0,Summer
2017-09-16,2017,Unprovoked,UNITED STATES,surfing,M,28.0,N,,9,US,38.0,-97.0,Summer
2017-09-13,2017,Unprovoked,UNITED STATES,surfing,M,18.0,N,,9,US,38.0,-97.0,Summer
2017-09-02,2017,Unprovoked,UNITED STATES,swimming,M,,N,nurse shark,9,US,38.0,-97.0,Summer
2017-09-02,2017,Unprovoked,UNITED STATES,swimming,F,,N,,9,US,38.0,-97.0,Summer
2017-09-02,2017,Unprovoked,UNITED STATES,surfing,M,17.0,N,,9,US,38.0,-97.0,Summer
2017-08-27,2017,Unprovoked,UNITED STATES,wading,F,3.0,N,,8,US,38.0,-97.0,Summer
2017-08-23,2017,Unprovoked,UNITED STATES,,M,69.0,N,white shark,8,US,38.0,-97.0,Summer
2017-08-10,2017,Unprovoked,UNITED STATES,swimming,M,13.0,N,blacktip shark,8,US,38.0,-97.0,Summer
2017-08-03,2017,Provoked,UNITED STATES,fishing,M,34.0,N,,8,US,38.0,-97.0,Summer
2017-08-01,2017,Watercraft,UNITED STATES,multiple activities,M,,N,white shark,8,US,38.0,-97.0,Summer
2017-07-31,2017,Unprovoked,UNITED STATES,,M,15.0,N,,7,US,38.0,-97.0,Summer
2017-07-29,2017,Unprovoked,UNITED STATES,,F,12.0,N,,7,US,38.0,-97.0,Summer
2017-07-23,2017,Unprovoked,UNITED STATES,,F,,N,tiger shark,7,US,38.0,-97.0,Summer
2017-07-22,2017,Unprovoked,UNITED STATES,,F,40.0,N,,7,US,38.0,-97.0,Summer
2017-07-20,2017,Watercraft,UNITED STATES,rowing sports,M,40.0,N,white shark,7,US,38.0,-97.0,Summer
2017-07-20,2017,Unprovoked,UNITED STATES,,M,50.0,N,white shark,7,US,38.0,-97.0,Summer
2017-07-14,2017,Unprovoked,UNITED STATES,surfing,M,,N,white shark,7,US,38.0,-97.0,Summer
2017-07-11,2017,Watercraft,UNITED STATES,rowing sports,M,,N,white shark,7,US,38.0,-97.0,Summer
2017-07-09,2017,Unprovoked,UNITED STATES,swimming,M,46.0,N,bull shark,7,US,38.0,-97.0,Summer
2017-06-21,2017,Unprovoked,UNITED STATES,swimming,F,16.0,N,,6,US,38.0,-97.0,Spring
2017-06-19,2017,Unprovoked,UNITED STATES,surfing,M,,N,,6,US,38.0,-97.0,Spring
2017-06-18,2017,Unprovoked,UNITED STATES,swimming,F,14.0,N,bull shark,6,US,38.0,-97.0,Spring
2017-06-10,2017,Unprovoked,UNITED STATES,surfing,M,19.0,N,,6,US,38.0,-97.0,Spring
2017-06-04,2017,Unprovoked,UNITED STATES,multiple activities,M,,N,,6,US,38.0,-97.0,Spring
2017-05-30,2017,Provoked,UNITED STATES,,F,20.0,N,,5,US,38.0,-97.0,Spring
2017-05-28,2017,Unprovoked,UNITED STATES,,M,,N,tiger shark,5,US,38.0,-97.0,Spring
2017-04-29,2017,Unprovoked,UNITED STATES,swimming,F,,N,,4,US,38.0,-97.0,Spring
2017-04-29,2017,Unprovoked,UNITED STATES,surfing,F,33.0,N,,4,US,38.0,-97.0,Spring
2017-04-17,2017,Unprovoked,UNITED STATES,,,,N,,4,US,38.0,-97.0,Spring
2017-04-14,2017,Unprovoked,UNITED STATES,surfing,M,28.0,N,tiger shark,4,US,38.0,-97.0,Spring
2017-04-13,2017,Unprovoked,UNITED STATES,surfing,M,17.0,N,,4,US,38.0,-97.0,Spring
2017-04-12,2017,Unprovoked,UNITED STATES,surfing,F,,N,,4,US,38.0,-97.0,Spring
2017-04-11,2017,Unprovoked,UNITED STATES,surfing,F,35.0,N,,4,US,38.0,-97.0,Spring
2017-04-10,2017,Unprovoked,UNITED STATES,rowing sports,F,10.0,N,,4,US,38.0,-97.0,Spring
2017-04-10,2017,Unprovoked,UNITED STATES,swimming,F,21.0,N,,4,US,38.0,-97.0,Spring
2017-04-06,2017,Unprovoked,UNITED STATES,swimming,M,16.0,N,,4,US,38.0,-97.0,Spring
2017-04-05,2017,Unprovoked,UNITED STATES,swimming,F,51.0,N,,4,US,38.0,-97.0,Spring
2017-04-02,2017,Unprovoked,UNITED STATES,swimming,F,17.0,N,bull shark,4,US,38.0,-97.0,Spring
2017-03-27,2017,Unprovoked,UNITED STATES,surfing,M,58.0,N,,3,US,38.0,-97.0,Winter
2017-03-18,2017,Watercraft,UNITED STATES,rowing sports,M,,N,white shark,3,US,38.0,-97.0,Winter
2017-02-11,2017,Unprovoked,UNITED STATES,swimming,M,22.0,N,,2,US,38.0,-97.0,Winter
2017-02-01,2017,Watercraft,UNITED STATES,,,,N,white shark,2,US,38.0,-97.0,Winter
2017-01-22,2017,Unprovoked,UNITED STATES,,M,,N,,1,US,38.0,-97.0,Winter
2017-01-13,2017,Unprovoked,UNITED STATES,,M,,N,,1,US,38.0,-97.0,Winter
2017-01-05,2017,Unprovoked,UNITED STATES,wading,M,47.0,N,,1,US,38.0,-97.0,Winter
2016-12-27,2016,Unprovoked,UNITED STATES,surfing,M,16.0,N,,12,US,38.0,-97.0,Autumn
2016-11-14,2016,Unprovoked,UNITED STATES,swimming,F,58.0,N,tiger shark,11,US,38.0,-97.0,Autumn
2016-10-30,2016,Unprovoked,UNITED STATES,surfing,M,41.0,N,,10,US,38.0,-97.0,Autumn
2016-10-29,2016,Unprovoked,UNITED STATES,surfing,M,42.0,N,,10,US,38.0,-97.0,Autumn
2016-10-21,2016,Unprovoked,UNITED STATES,surfing,M,36.0,N,,10,US,38.0,-97.0,Autumn
2016-10-14,2016,Unprovoked,UNITED STATES,snorkeling,F,66.0,N,,10,US,38.0,-97.0,Autumn
2016-10-10,2016,Unprovoked,UNITED STATES,surfing,M,29.0,N,,10,US,38.0,-97.0,Autumn
2016-10-02,2016,Unprovoked,UNITED STATES,surfing,M,21.0,N,,10,US,38.0,-97.0,Autumn
2016-10-01,2016,Unprovoked,UNITED STATES,surfing,M,32.0,N,,10,US,38.0,-97.0,Autumn
2016-09-18,2016,Unprovoked,UNITED STATES,surfing,M,16.0,N,,9,US,38.0,-97.0,Summer
2016-09-18,2016,Unprovoked,UNITED STATES,surfing,M,36.0,N,,9,US,38.0,-97.0,Summer
2016-09-18,2016,Unprovoked,UNITED STATES,surfing,M,43.0,N,,9,US,38.0,-97.0,Summer
2016-09-17,2016,Unprovoked,UNITED STATES,surfing,M,43.0,N,,9,US,38.0,-97.0,Summer
2016-09-11,2016,Unprovoked,UNITED STATES,wading,M,,N,,9,US,38.0,-97.0,Summer
2016-09-07,2016,Unprovoked,UNITED STATES,swimming,F,51.0,N,tiger shark,9,US,38.0,-97.0,Summer
2016-09-05,2016,Unprovoked,UNITED STATES,surfing,F,12.0,N,,9,US,38.0,-97.0,Summer
2016-09-04,2016,Unprovoked,UNITED STATES,surfing,M,9.0,N,,9,US,38.0,-97.0,Summer
2016-09-01,2016,Unprovoked,UNITED STATES,multiple activities,M,22.0,N,white shark,9,US,38.0,-97.0,Summer
2016-08-29,2016,Unprovoked,UNITED STATES,surfing,M,25.0,N,bull shark,8,US,38.0,-97.0,Summer
2016-08-29,2016,Unprovoked,UNITED STATES,surfing,M,37.0,N,,8,US,38.0,-97.0,Summer
2016-08-25,2016,Unprovoked,UNITED STATES,wading,M,49.0,N,,8,US,38.0,-97.0,Summer
2016-08-06,2016,Unprovoked,UNITED STATES,,M,21.0,N,tiger shark,8,US,38.0,-97.0,Summer
2016-08-04,2016,Unprovoked,UNITED STATES,surfing,M,22.0,N,blacktip shark,8,US,38.0,-97.0,Summer
2016-07-27,2016,Provoked,UNITED STATES,,M,43.0,N,nurse shark,7,US,38.0,-97.0,Summer
2016-07-17,2016,Watercraft,UNITED STATES,fishing,,,N,tiger shark,7,US,38.0,-97.0,Summer
2016-07-16,2016,Unprovoked,UNITED STATES,surfing,F,9.0,N,,7,US,38.0,-97.0,Summer
2016-07-16,2016,Unprovoked,UNITED STATES,,F,11.0,N,,7,US,38.0,-97.0,Summer
2016-07-15,2016,Unprovoked,UNITED STATES,surfing,M,61.0,N,white shark,7,US,38.0,-97.0,Summer
2016-07-15,2016,Unprovoked,UNITED STATES,swimming,M,,N,,7,US,38.0,-97.0,Summer
2016-07-08,2016,Watercraft,UNITED STATES,fishing,M,,N,white shark,7,US,38.0,-97.0,Summer
2016-07-07,2016,Provoked,UNITED STATES,fishing,M,59.0,N,,7,US,38.0,-97.0,Summer
2016-07-07,2016,Watercraft,UNITED STATES,fishing,M,,N,white shark,7,US,38.0,-97.0,Summer
2016-07-06,2016,Unprovoked,UNITED STATES,swimming,F,42.0,N,,7,US,38.0,-97.0,Summer
2016-06-27,2016,Unprovoked,UNITED STATES,,M,35.0,N,,6,US,38.0,-97.0,Spring
2016-06-25,2016,Unprovoked,UNITED STATES,surfing,M,11.0,N,,6,US,38.0,-97.0,Spring
2016-06-21,2016,Unprovoked,UNITED STATES,swimming,M,42.0,N,,6,US,38.0,-97.0,Spring
2016-06-21,2016,Unprovoked,UNITED STATES,wading,M,,N,,6,US,38.0,-97.0,Spring
2016-06-15,2016,Unprovoked,UNITED STATES,surfing,M,,N,,6,US,38.0,-97.0,Spring
2016-06-14,2016,Unprovoked,UNITED STATES,swimming,F,6.0,N,,6,US,38.0,-97.0,Spring
2016-06-11,2016,Unprovoked,UNITED STATES,wading,M,19.0,N,,6,US,38.0,-97.0,Spring
2016-06-05,2016,Unprovoked,UNITED STATES,swimming,M,64.0,N,,6,US,38.0,-97.0,Spring
2016-05-29,2016,Unprovoked,UNITED STATES,swimming,F,52.0,N,,5,US,38.0,-97.0,Spring
2016-05-29,2016,Unprovoked,UNITED STATES,swimming,M,13.0,N,,5,US,38.0,-97.0,Spring
2016-05-22,2016,Unprovoked,UNITED STATES,swimming,F,57.0,N,,5,US,38.0,-97.0,Spring
2016-05-21,2016,Unprovoked,UNITED STATES,swimming,F,22.0,N,bull shark,5,US,38.0,-97.0,Spring
2016-05-21,2016,Unprovoked,UNITED STATES,swimming,F,11.0,N,,5,US,38.0,-97.0,Spring
2016-05-18,2016,Unprovoked,UNITED STATES,swimming,M,48.0,N,blacktip shark,5,US,38.0,-97.0,Spring
2016-05-15,2016,Provoked,UNITED STATES,,F,23.0,N,nurse shark,5,US,38.0,-97.0,Spring
2016-05-03,2016,Unprovoked,UNITED STATES,swimming,M,59.0,N,,5,US,38.0,-97.0,Spring
2016-04-23,2016,Unprovoked,UNITED STATES,surfing,M,15.0,N,,4,US,38.0,-97.0,Spring
2016-04-13,2016,Unprovoked,UNITED STATES,multiple activities,M,26.0,N,bull shark,4,US,38.0,-97.0,Spring
2016-04-07,2016,Unprovoked,UNITED STATES,fishing,M,34.0,N,,4,US,38.0,-97.0,Spring
2016-03-31,2016,Unprovoked,UNITED STATES,snorkeling,F,46.0,N,,3,US,38.0,-97.0,Winter
2016-03-28,2016,Unprovoked,UNITED STATES,,M,,,,3,US,38.0,-97.0,Winter
2016-03-11,2016,Unprovoked,UNITED STATES,surfing,M,19.0,N,,3,US,38.0,-97.0,Winter
2016-03-04,2016,Unprovoked,UNITED STATES,,M,12.0,N,,3,US,38.0,-97.0,Winter
2016-01-28,2016,Unprovoked,UNITED STATES,surfing,M,,N,,1,US,38.0,-97.0,Winter
2016-01-25,2016,Unprovoked,UNITED STATES,surfing,F,15.0,N,,1,US,38.0,-97.0,Winter
2016-01-24,2016,Unprovoked,UNITED STATES,multiple activities,M,,N,bull shark,1,US,38.0,-97.0,Winter
2016-01-23,2016,Unprovoked,UNITED STATES,rowing sports,M,48.0,N,tiger shark,1,US,38.0,-97.0,Winter
2015-12-22,2015,Unprovoked,UNITED STATES,rowing sports,M,71.0,N,,12,US,38.0,-97.0,Autumn
2015-11-16,2015,Unprovoked,UNITED STATES,surfing,M,,N,,11,US,38.0,-97.0,Autumn
2015-11-15,2015,Unprovoked,UNITED STATES,swimming,F,,N,,11,US,38.0,-97.0,Autumn
2015-11-15,2015,Unprovoked,UNITED STATES,surfing,M,28.0,N,spinner shark,11,US,38.0,-97.0,Autumn
2015-11-03,2015,Unprovoked,UNITED STATES,swimming,M,54.0,N,,11,US,38.0,-97.0,Autumn
2015-11-01,2015,Unprovoked,UNITED STATES,wading,F,28.0,N,,11,US,38.0,-97.0,Autumn
2015-10-28,2015,Unprovoked,UNITED STATES,surfing,M,10.0,N,,10,US,38.0,-97.0,Autumn
2015-10-21,2015,Unprovoked,UNITED STATES,surfing,M,21.0,N,,10,US,38.0,-97.0,Autumn
2015-10-19,2015,Unprovoked,UNITED STATES,surfing,M,21.0,N,spinner shark,10,US,38.0,-97.0,Autumn
2015-10-17,2015,Unprovoked,UNITED STATES,swimming,M,44.0,N,tiger shark,10,US,38.0,-97.0,Autumn
2015-10-13,2015,Watercraft,UNITED STATES,fishing,M,,N,,10,US,38.0,-97.0,Autumn
2015-10-09,2015,Unprovoked,UNITED STATES,surfing,F,9.0,N,,10,US,38.0,-97.0,Autumn
2015-10-09,2015,Unprovoked,UNITED STATES,surfing,M,25.0,N,tiger shark,10,US,38.0,-97.0,Autumn
2015-10-05,2015,Unprovoked,UNITED STATES,surfing,M,22.0,N,,10,US,38.0,-97.0,Autumn
2015-10-05,2015,Unprovoked,UNITED STATES,wading,M,13.0,N,,10,US,38.0,-97.0,Autumn
2015-10-04,2015,Unprovoked,UNITED STATES,surfing,M,14.0,N,blacktip shark,10,US,38.0,-97.0,Autumn
2015-09-29,2015,Unprovoked,UNITED STATES,surfing,M,22.0,N,blacktip shark,9,US,38.0,-97.0,Summer
2015-09-24,2015,Watercraft,UNITED STATES,fishing,M,,N,white shark,9,US,38.0,-97.0,Summer
2015-09-20,2015,Unprovoked,UNITED STATES,surfing,M,14.0,N,,9,US,38.0,-97.0,Summer
2015-09-20,2015,Unprovoked,UNITED STATES,multiple activities,M,27.0,N,tiger shark,9,US,38.0,-97.0,Summer
2015-09-20,2015,Unprovoked,UNITED STATES,wading,M,12.0,N,,9,US,38.0,-97.0,Summer
2015-09-20,2015,Unprovoked,UNITED STATES,,M,16.0,N,,9,US,38.0,-97.0,Summer
2015-09-19,2015,Watercraft,UNITED STATES,fishing,M,,N,hammerhead shark,9,US,38.0,-97.0,Summer
2015-09-18,2015,Unprovoked,UNITED STATES,swimming,M,,N,,9,US,38.0,-97.0,Summer
2015-09-17,2015,Unprovoked,UNITED STATES,surfing,M,20.0,N,,9,US,38.0,-97.0,Summer
2015-09-06,2015,Unprovoked,UNITED STATES,rowing sports,F,50.0,N,white shark,9,US,38.0,-97.0,Summer
2015-09-05,2015,Provoked,UNITED STATES,fishing,M,29.0,N,hammerhead shark,9,US,38.0,-97.0,Summer
2015-09-03,2015,Unprovoked,UNITED STATES,,M,,N,,9,US,38.0,-97.0,Summer
2015-08-29,2015,Unprovoked,UNITED STATES,surfing,F,54.0,N,white shark,8,US,38.0,-97.0,Summer
2015-08-29,2015,Unprovoked,UNITED STATES,surfing,M,21.0,N,white shark,8,US,38.0,-97.0,Summer
2015-08-20,2015,Unprovoked,UNITED STATES,surfing,M,15.0,N,,8,US,38.0,-97.0,Summer
2015-08-19,2015,Unprovoked,UNITED STATES,wading,F,10.0,N,,8,US,38.0,-97.0,Summer
2015-08-18,2015,Watercraft,UNITED STATES,fishing,M,22.0,N,white shark,8,US,38.0,-97.0,Summer
2015-08-10,2015,Provoked,UNITED STATES,multiple activities,M,57.0,N,hammerhead shark,8,US,38.0,-97.0,Summer
2015-07-26,2015,Unprovoked,UNITED STATES,surfing,M,25.0,N,spinner shark,7,US,38.0,-97.0,Summer
2015-07-23,2015,Provoked,UNITED STATES,fishing,M,31.0,N,mako shark,7,US,38.0,-97.0,Summer
2015-07-10,2015,Unprovoked,UNITED STATES,surfing,M,38.0,N,white shark,7,US,38.0,-97.0,Summer
2015-07-04,2015,Unprovoked,UNITED STATES,,M,32.0,N,,7,US,38.0,-97.0,Summer
2015-07-01,2015,Unprovoked,UNITED STATES,swimming,M,68.0,N,,7,US,38.0,-97.0,Summer
2015-06-30,2015,Unprovoked,UNITED STATES,,M,12.0,N,,6,US,38.0,-97.0,Spring
2015-06-27,2015,Unprovoked,UNITED STATES,swimming,M,18.0,N,bull shark,6,US,38.0,-97.0,Spring
2015-06-26,2015,Unprovoked,UNITED STATES,wading,M,43.0,N,,6,US,38.0,-97.0,Spring
2015-06-25,2015,Unprovoked,UNITED STATES,surfing,M,47.0,N,,6,US,38.0,-97.0,Spring
2015-06-24,2015,Unprovoked,UNITED STATES,swimming,M,6.0,N,tiger shark,6,US,38.0,-97.0,Spring
2015-06-23,2015,Unprovoked,UNITED STATES,wading,M,9.0,N,,6,US,38.0,-97.0,Spring
2015-06-17,2015,Unprovoked,UNITED STATES,swimming,M,10.0,N,,6,US,38.0,-97.0,Spring
2015-06-14,2015,Unprovoked,UNITED STATES,wading,M,16.0,N,bull shark,6,US,38.0,-97.0,Spring
2015-06-14,2015,Unprovoked,UNITED STATES,wading,F,12.0,N,bull shark,6,US,38.0,-97.0,Spring
2015-06-13,2015,Unprovoked,UNITED STATES,,F,,N,mako shark,6,US,38.0,-97.0,Spring
2015-06-11,2015,Unprovoked,UNITED STATES,surfing,F,13.0,N,,6,US,38.0,-97.0,Spring
2015-06-07,2015,Unprovoked,UNITED STATES,,M,11.0,N,bull shark,6,US,38.0,-97.0,Spring
2015-06-05,2015,Unprovoked,UNITED STATES,,F,17.0,N,nurse shark,6,US,38.0,-97.0,Spring
2015-05-29,2015,Unprovoked,UNITED STATES,wading,F,14.0,N,,5,US,38.0,-97.0,Spring
2015-05-29,2015,Unprovoked,UNITED STATES,wading,F,19.0,N,,5,US,38.0,-97.0,Spring
2015-05-24,2015,Unprovoked,UNITED STATES,swimming,F,13.0,N,,5,US,38.0,-97.0,Spring
2015-05-20,2015,Unprovoked,UNITED STATES,surfing,M,18.0,N,,5,US,38.0,-97.0,Spring
2015-05-15,2015,Unprovoked,UNITED STATES,,M,30.0,N,,5,US,38.0,-97.0,Spring
2015-05-07,2015,Unprovoked,UNITED STATES,swimming,M,,N,,5,US,38.0,-97.0,Spring
2015-04-29,2015,Unprovoked,UNITED STATES,snorkeling,F,65.0,Y,,4,US,38.0,-97.0,Spring
2015-04-26,2015,Unprovoked,UNITED STATES,wading,M,63.0,N,,4,US,38.0,-97.0,Spring
2015-04-13,2015,Unprovoked,UNITED STATES,,M,48.0,N,blue shark,4,US,38.0,-97.0,Spring
2015-04-03,2015,Unprovoked,UNITED STATES,multiple activities,M,70.0,N,bull shark,4,US,38.0,-97.0,Spring
2015-03-18,2015,Unprovoked,UNITED STATES,multiple activities,M,58.0,N,tiger shark,3,US,38.0,-97.0,Winter
2015-01-27,2015,Provoked,UNITED STATES,fishing,M,20.0,N,,1,US,38.0,-97.0,Winter
2015-01-19,2015,Watercraft,UNITED STATES,fishing,M,,N,white shark,1,US,38.0,-97.0,Winter
2015-01-01,2015,Unprovoked,UNITED STATES,,M,12.0,N,,1,US,38.0,-97.0,Winter
2014-12-28,2014,Unprovoked,UNITED STATES,surfing,M,50.0,N,white shark,12,US,38.0,-97.0,Autumn
2014-11-17,2014,Watercraft,UNITED STATES,,,,N,white shark,11,US,38.0,-97.0,Autumn
2014-11-16,2014,Unprovoked,UNITED STATES,surfing,M,44.0,N,,11,US,38.0,-97.0,Autumn
2014-11-13,2014,Unprovoked,UNITED STATES,snorkeling,M,53.0,N,,11,US,38.0,-97.0,Autumn
2014-11-08,2014,Unprovoked,UNITED STATES,surfing,M,18.0,N,,11,US,38.0,-97.0,Autumn
2014-10-31,2014,Unprovoked,UNITED STATES,surfing,F,34.0,N,tiger shark,10,US,38.0,-97.0,Autumn
2014-10-22,2014,Unprovoked,UNITED STATES,rowing sports,F,,N,tiger shark,10,US,38.0,-97.0,Autumn
2014-10-20,2014,Unprovoked,UNITED STATES,rowing sports,M,,N,,10,US,38.0,-97.0,Autumn
2014-10-19,2014,Watercraft,UNITED STATES,rowing sports,F,,N,,10,US,38.0,-97.0,Autumn
2014-10-18,2014,Unprovoked,UNITED STATES,surfing,M,,N,,10,US,38.0,-97.0,Autumn
2014-10-14,2014,Unprovoked,UNITED STATES,wading,F,7.0,N,bull shark,10,US,38.0,-97.0,Autumn
2014-10-12,2014,Unprovoked,UNITED STATES,surfing,F,,N,,10,US,38.0,-97.0,Autumn
2014-10-05,2014,Unprovoked,UNITED STATES,surfing,M,29.0,N,blacktip shark,10,US,38.0,-97.0,Autumn
2014-10-07,2014,Unprovoked,UNITED STATES,fishing,F,40.0,N,,10,US,38.0,-97.0,Autumn
2014-10-05,2014,Unprovoked,UNITED STATES,surfing,M,15.0,N,blacktip shark,10,US,38.0,-97.0,Autumn
2014-10-03,2014,Watercraft,UNITED STATES,rowing sports,M,,N,white shark,10,US,38.0,-97.0,Autumn
2014-10-03,2014,Watercraft,UNITED STATES,rowing sports,M,,N,white shark,10,US,38.0,-97.0,Autumn
2014-10-02,2014,Unprovoked,UNITED STATES,surfing,M,28.0,N,,10,US,38.0,-97.0,Autumn
2014-09-21,2014,Unprovoked,UNITED STATES,surfing,M,,N,,9,US,38.0,-97.0,Summer
2014-09-06,2014,Unprovoked,UNITED STATES,fishing,M,43.0,N,bull shark,9,US,38.0,-97.0,Summer
2014-09-03,2014,Watercraft,UNITED STATES,rowing sports,F,,N,white shark,9,US,38.0,-97.0,Summer
2014-09-02,2014,Provoked,UNITED STATES,fishing,M,52.0,N,,9,US,38.0,-97.0,Summer
2014-08-31,2014,Unprovoked,UNITED STATES,surfing,F,13.0,N,spinner shark,8,US,38.0,-97.0,Summer
2014-08-29,2014,Unprovoked,UNITED STATES,surfing,M,17.0,N,,8,US,38.0,-97.0,Summer
2014-08-28,2014,Provoked,UNITED STATES,fishing,M,33.0,N,,8,US,38.0,-97.0,Summer
2014-08-27,2014,Unprovoked,UNITED STATES,surfing,M,29.0,N,,8,US,38.0,-97.0,Summer
2014-08-27,2014,Unprovoked,UNITED STATES,wading,F,,N,,8,US,38.0,-97.0,Summer
2014-08-25,2014,Provoked,UNITED STATES,fishing,M,,N,bull shark,8,US,38.0,-97.0,Summer
2014-08-24,2014,Unprovoked,UNITED STATES,,,,N,,8,US,38.0,-97.0,Summer
2014-08-12,2014,Unprovoked,UNITED STATES,wading,M,,N,bull shark,8,US,38.0,-97.0,Summer
2014-08-10,2014,Unprovoked,UNITED STATES,,M,26.0,N,,8,US,38.0,-97.0,Summer
2014-08-09,2014,Unprovoked,UNITED STATES,swimming,F,10.0,N,,8,US,38.0,-97.0,Summer
2014-08-08,2014,Unprovoked,UNITED STATES,swimming,M,7.0,N,bull shark,8,US,38.0,-97.0,Summer
2014-08-06,2014,Unprovoked,UNITED STATES,surfing,M,10.0,N,,8,US,38.0,-97.0,Summer
2014-08-05,2014,Unprovoked,UNITED STATES,swimming,F,45.0,N,,8,US,38.0,-97.0,Summer
2014-08-02,2014,Unprovoked,UNITED STATES,surfing,M,,N,,8,US,38.0,-97.0,Summer
2014-08-02,2014,Unprovoked,UNITED STATES,surfing,M,8.0,N,,8,US,38.0,-97.0,Summer
2014-07-27,2014,Unprovoked,UNITED STATES,swimming,M,,N,tiger shark,7,US,38.0,-97.0,Summer
2014-07-21,2014,Unprovoked,UNITED STATES,wading,M,8.0,N,,7,US,38.0,-97.0,Summer
2014-07-16,2014,Unprovoked,UNITED STATES,swimming,M,61.0,N,,7,US,38.0,-97.0,Summer
2014-07-14,2014,Unprovoked,UNITED STATES,swimming,M,39.0,N,,7,US,38.0,-97.0,Summer
2014-07-12,2014,Unprovoked,UNITED STATES,surfing,M,,N,,7,US,38.0,-97.0,Summer
2014-07-09,2014,Unprovoked,UNITED STATES,surfing,M,14.0,N,,7,US,38.0,-97.0,Summer
2014-07-05,2014,Provoked,UNITED STATES,swimming,M,,N,white shark,7,US,38.0,-97.0,Summer
2014-07-05,2014,Unprovoked,UNITED STATES,surfing,M,,N,,7,US,38.0,-97.0,Summer
2014-07-03,2014,Unprovoked,UNITED STATES,surfing,M,19.0,N,,7,US,38.0,-97.0,Summer
2014-06-09,2014,Unprovoked,UNITED STATES,wading,M,16.0,N,,6,US,38.0,-97.0,Spring
2014-06-07,2014,Unprovoked,UNITED STATES,,F,14.0,N,,6,US,38.0,-97.0,Spring
2014-06-01,2014,Unprovoked,UNITED STATES,swimming,F,22.0,N,bull shark,6,US,38.0,-97.0,Spring
2014-06-01,2014,Unprovoked,UNITED STATES,,F,37.0,N,blacktip reef shark,6,US,38.0,-97.0,Spring
2014-05-15,2014,Unprovoked,UNITED STATES,surfing,F,38.0,N,,5,US,38.0,-97.0,Spring
2014-05-13,2014,Unprovoked,UNITED STATES,wading,F,44.0,N,,5,US,38.0,-97.0,Spring
2014-05-11,2014,Unprovoked,UNITED STATES,surfing,M,12.0,N,,5,US,38.0,-97.0,Spring
2014-05-06,2014,Unprovoked,UNITED STATES,swimming,F,40.0,N,,5,US,38.0,-97.0,Spring
2014-05-01,2014,Unprovoked,UNITED STATES,surfing,M,23.0,N,,5,US,38.0,-97.0,Spring
2014-04-22,2014,Unprovoked,UNITED STATES,swimming,,42.0,N,,4,US,38.0,-97.0,Spring
2014-04-15,2014,Unprovoked,UNITED STATES,wading,M,25.0,N,,4,US,38.0,-97.0,Spring
