Case_Number,Year,Type,Country,Activity,Sex,Age,Fatal (Y/N),Species,Month,Country_Code,Latitude,Longitude,Season
1976-01-11,1976,Provoked,SOUTH AFRICA,fishing,,,N,white shark,1,ZA,-29.0,24.0,Summer
1975-11-19,1975,Unprovoked,SOUTH AFRICA,wading,M,33.0,N,dusky shark,11,ZA,-29.0,24.0,Spring
1975-09-00,1975,Unprovoked,SOUTH AFRICA,rowing sports,M,21.0,N,,9,ZA,-29.0,24.0,Winter
1975-08-17,1975,Unprovoked,SOUTH AFRICA,surfing,M,19.0,N,white shark,8,ZA,-29.0,24.0,Winter
1975-04-05,1975,Unprovoked,SOUTH AFRICA,multiple activities,M,,N,white shark,4,ZA,-29.0,24.0,Autumn
1975-03-09,1975,Provoked,SOUTH AFRICA,,M,,N,,3,ZA,-29.0,24.0,Summer
1975-02-23,1975,Unprovoked,SOUTH AFRICA,surfing,M,16.0,N,,2,ZA,-29.0,24.0,Summer
1975-02-14,1975,Watercraft,SOUTH AFRICA,,,,N,mako shark,2,ZA,-29.0,24.0,Summer
1975-02-01,1975,Provoked,SOUTH AFRICA,fishing,M,12.0,N,,2,ZA,-29.0,24.0,Summer
1974-04-20,1974,Unprovoked,SOUTH AFRICA,multiple activities,M,22.0,N,,4,ZA,-29.0,24.0,Autumn
1974-04-14,1974,Unprovoked,SOUTH AFRICA,wading,M,19.0,N,,4,ZA,-29.0,24.0,Autumn
1974-04-04,1974,Unprovoked,SOUTH AFRICA,surfing,M,17.0,N,dusky shark,4,ZA,-29.0,24.0,Autumn
1974-03-21,1974,Unprovoked,SOUTH AFRICA,surfing,M,21.0,N,,3,ZA,-29.0,24.0,Summer
1974-03-00,1974,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,3,ZA,-29.0,24.0,Summer
1974-02-13,1974,Unprovoked,SOUTH AFRICA,swimming,M,14.0,N,,2,ZA,-29.0,24.0,Summer
1974-02-13,1974,Unprovoked,SOUTH AFRICA,swimming,M,19.0,N,,2,ZA,-29.0,24.0,Summer
1974-02-00,1974,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,2,ZA,-29.0,24.0,Summer
1974-02-00,1974,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,2,ZA,-29.0,24.0,Summer
1974-01-13,1974,Unprovoked,SOUTH AFRICA,,M,42.0,N,,1,ZA,-29.0,24.0,Summer
1974-01-07,1974,Unprovoked,SOUTH AFRICA,swimming,M,33.0,N,,1,ZA,-29.0,24.0,Summer
1973-09-29,1973,Sea Disaster,SOUTH AFRICA,fishing,M,,Y,,9,ZA,-29.0,24.0,Winter
1973-03-00,1973,Unprovoked,SOUTH AFRICA,multiple activities,M,26.0,N,blacktip shark,3,ZA,-29.0,24.0,Summer
1973-01-21,1973,Provoked,SOUTH AFRICA,multiple activities,M,,N,,1,ZA,-29.0,24.0,Summer
1973-00-00,1973,Unprovoked,SOUTH AFRICA,surfing,M,13.0,N,,0,ZA,-29.0,24.0,
1972-12-31,1972,Unprovoked,SOUTH AFRICA,,M,29.0,N,,12,ZA,-29.0,24.0,Spring
1972-12-24,1972,Unprovoked,SOUTH AFRICA,swimming,M,,N,white shark,12,ZA,-29.0,24.0,Spring
1972-01-01,1972,Unprovoked,SOUTH AFRICA,swimming,M,20.0,Y,,1,ZA,-29.0,24.0,Summer
1972-01-01,1972,Unprovoked,SOUTH AFRICA,,F,30.0,N,,1,ZA,-29.0,24.0,Summer
1971-12-16,1971,Unprovoked,SOUTH AFRICA,swimming,F,16.0,N,white shark,12,ZA,-29.0,24.0,Spring
1971-10-14,1971,Unprovoked,SOUTH AFRICA,swimming,M,25.0,N,,10,ZA,-29.0,24.0,Spring
1971-06-30,1971,Unprovoked,SOUTH AFRICA,surfing,M,21.0,N,white shark,6,ZA,-29.0,24.0,Autumn
1971-04-11,1971,Unprovoked,SOUTH AFRICA,swimming,M,,Y,white shark,4,ZA,-29.0,24.0,Autumn
1970-06-15,1970,Provoked,SOUTH AFRICA,snorkeling,M,25.0,N,,6,ZA,-29.0,24.0,Autumn
1968-12-02,1968,Unprovoked,SOUTH AFRICA,multiple activities,M,28.0,N,hammerhead shark,12,ZA,-29.0,24.0,Spring
1968-11-06,1968,Watercraft,SOUTH AFRICA,fishing,M,22.0,N,,11,ZA,-29.0,24.0,Spring
1968-03-25,1968,Unprovoked,SOUTH AFRICA,wading,M,35.0,N,,3,ZA,-29.0,24.0,Summer
1967-12-30,1967,Unprovoked,SOUTH AFRICA,surfing,M,22.0,N,,12,ZA,-29.0,24.0,Spring
1967-03-19,1967,Unprovoked,SOUTH AFRICA,multiple activities,M,32.0,N,white shark,3,ZA,-29.0,24.0,Summer
1967-01-27,1967,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,1,ZA,-29.0,24.0,Summer
1967-01-22,1967,Provoked,SOUTH AFRICA,multiple activities,M,,N,tiger shark,1,ZA,-29.0,24.0,Summer
1966-01-29,1966,Provoked,SOUTH AFRICA,,M,33.0,N,,1,ZA,-29.0,24.0,Summer
1966-01-11,1966,Unprovoked,SOUTH AFRICA,wading,M,16.0,N,,1,ZA,-29.0,24.0,Summer
1966-01-09,1966,Unprovoked,SOUTH AFRICA,surfing,M,15.0,N,,1,ZA,-29.0,24.0,Summer
1965-02-14,1965,Unprovoked,SOUTH AFRICA,,M,25.0,N,,2,ZA,-29.0,24.0,Summer
1965-01-23,1965,Unprovoked,SOUTH AFRICA,rowing sports,M,22.0,N,white shark,1,ZA,-29.0,24.0,Summer
1965-01-16,1965,Unprovoked,SOUTH AFRICA,surfing,M,20.0,N,,1,ZA,-29.0,24.0,Summer
1964-12-25,1964,Unprovoked,SOUTH AFRICA,swimming,M,19.0,N,,12,ZA,-29.0,24.0,Spring
1964-10-31,1964,Provoked,SOUTH AFRICA,multiple activities,M,,N,,10,ZA,-29.0,24.0,Spring
1964-07-16,1964,Unprovoked,SOUTH AFRICA,,M,30.0,N,,7,ZA,-29.0,24.0,Winter
1964-02-08,1964,Unprovoked,SOUTH AFRICA,surfing,M,25.0,N,white shark,2,ZA,-29.0,24.0,Summer
1964-01-23,1964,Unprovoked,SOUTH AFRICA,surfing,M,39.0,N,,1,ZA,-29.0,24.0,Summer
1964-01-22,1964,Unprovoked,SOUTH AFRICA,wading,M,17.0,N,,1,ZA,-29.0,24.0,Summer
1964-01-21,1964,Watercraft,SOUTH AFRICA,,,,N,white shark,1,ZA,-29.0,24.0,Summer
1964-01-01,1964,Unprovoked,SOUTH AFRICA,snorkeling,M,,N,,1,ZA,-29.0,24.0,Summer
1963-12-29,1963,Unprovoked,SOUTH AFRICA,wading,F,20.0,N,,12,ZA,-29.0,24.0,Spring
1963-12-26,1963,Unprovoked,SOUTH AFRICA,swimming,M,24.0,N,,12,ZA,-29.0,24.0,Spring
1963-12-25,1963,Unprovoked,SOUTH AFRICA,swimming,M,18.0,Y,,12,ZA,-29.0,24.0,Spring
1963-12-22,1963,Provoked,SOUTH AFRICA,,M,13.0,N,dusky shark,12,ZA,-29.0,24.0,Spring
1963-12-20,1963,Unprovoked,SOUTH AFRICA,multiple activities,M,,N,white shark,12,ZA,-29.0,24.0,Spring
1963-12-20,1963,Unprovoked,SOUTH AFRICA,surfing,M,15.0,Y,,12,ZA,-29.0,24.0,Spring
1963-04-17,1963,Unprovoked,SOUTH AFRICA,swimming,M,15.0,N,,4,ZA,-29.0,24.0,Autumn
1963-01-22,1963,Watercraft,SOUTH AFRICA,fishing,,,N,,1,ZA,-29.0,24.0,Summer
1963-01-12,1963,Provoked,SOUTH AFRICA,fishing,M,,N,,1,ZA,-29.0,24.0,Summer
1963-01-11,1963,Unprovoked,SOUTH AFRICA,snorkeling,M,27.0,N,,1,ZA,-29.0,24.0,Summer
1963-01-06,1963,Unprovoked,SOUTH AFRICA,multiple activities,M,24.0,N,,1,ZA,-29.0,24.0,Summer
1962-12-30,1962,Provoked,SOUTH AFRICA,snorkeling,M,,N,dusky shark,12,ZA,-29.0,24.0,Spring
1962-12-00,1962,Watercraft,SOUTH AFRICA,fishing,,,N,,12,ZA,-29.0,24.0,Spring
1962-10-28,1962,Unprovoked,SOUTH AFRICA,multiple activities,M,30.0,N,,10,ZA,-29.0,24.0,Spring
1962-08-23,1962,Watercraft,SOUTH AFRICA,fishing,,,N,,8,ZA,-29.0,24.0,Winter
1962-06-21,1962,Watercraft,SOUTH AFRICA,,,,N,,6,ZA,-29.0,24.0,Autumn
1962-04-07,1962,Unprovoked,SOUTH AFRICA,wading,M,13.0,N,,4,ZA,-29.0,24.0,Autumn
1962-04-05,1962,Provoked,SOUTH AFRICA,fishing,,,N,,4,ZA,-29.0,24.0,Autumn
1962-02-07,1962,Unprovoked,SOUTH AFRICA,swimming,M,22.0,Y,,2,ZA,-29.0,24.0,Summer
1962-02-05,1962,Unprovoked,SOUTH AFRICA,,M,13.0,Y,white shark,2,ZA,-29.0,24.0,Summer
1962-01-06,1962,Watercraft,SOUTH AFRICA,fishing,,,N,,1,ZA,-29.0,24.0,Summer
1961-12-28,1961,Unprovoked,SOUTH AFRICA,,M,18.0,N,,12,ZA,-29.0,24.0,Spring
1961-04-17,1961,Provoked,SOUTH AFRICA,snorkeling,M,,N,,4,ZA,-29.0,24.0,Autumn
1961-03-07,1961,Provoked,SOUTH AFRICA,fishing,M,44.0,N,,3,ZA,-29.0,24.0,Summer
1961-02-12,1961,Unprovoked,SOUTH AFRICA,multiple activities,M,27.0,N,,2,ZA,-29.0,24.0,Summer
1961-02-01,1961,Unprovoked,SOUTH AFRICA,swimming,M,14.0,Y,,2,ZA,-29.0,24.0,Summer
1961-01-25,1961,Watercraft,SOUTH AFRICA,fishing,,,N,,1,ZA,-29.0,24.0,Summer
1961-01-22,1961,Unprovoked,SOUTH AFRICA,swimming,M,15.0,N,white shark,1,ZA,-29.0,24.0,Summer
1961-01-06,1961,Unprovoked,SOUTH AFRICA,wading,M,13.0,N,white shark,1,ZA,-29.0,24.0,Summer
1961-01-03,1961,Unprovoked,SOUTH AFRICA,wading,M,,N,,1,ZA,-29.0,24.0,Summer
1960-12-24,1960,Unprovoked,SOUTH AFRICA,swimming,M,25.0,Y,white shark,12,ZA,-29.0,24.0,Spring
1960-11-00,1960,Watercraft,SOUTH AFRICA,,,,N,white shark,11,ZA,-29.0,24.0,Spring
1960-10-24,1960,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,10,ZA,-29.0,24.0,Spring
1960-10-00,1960,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,10,ZA,-29.0,24.0,Spring
1960-04-30,1960,Unprovoked,SOUTH AFRICA,,M,16.0,N,white shark,4,ZA,-29.0,24.0,Autumn
1960-04-20,1960,Provoked,SOUTH AFRICA,fishing,M,,N,,4,ZA,-29.0,24.0,Autumn
1960-04-00,1960,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,4,ZA,-29.0,24.0,Autumn
1960-01-01,1960,Provoked,SOUTH AFRICA,wading,F,,N,,1,ZA,-29.0,24.0,Summer
1960-00-00,1960,Unprovoked,SOUTH AFRICA,wading,F,,N,,0,ZA,-29.0,24.0,
1959-11-15,1959,Watercraft,SOUTH AFRICA,fishing,,,N,,11,ZA,-29.0,24.0,Spring
1959-05-30,1959,Provoked,SOUTH AFRICA,multiple activities,M,23.0,N,white shark,5,ZA,-29.0,24.0,Autumn
1959-04-09,1959,Unprovoked,SOUTH AFRICA,fishing,M,,N,,4,ZA,-29.0,24.0,Autumn
1959-02-01,1959,Unprovoked,SOUTH AFRICA,,M,14.0,N,,2,ZA,-29.0,24.0,Summer
1959-01-15,1959,Unprovoked,SOUTH AFRICA,swimming,M,18.0,N,white shark,1,ZA,-29.0,24.0,Summer
1958-12-23,1958,Unprovoked,SOUTH AFRICA,swimming,M,14.0,Y,,12,ZA,-29.0,24.0,Spring
1958-04-05,1958,Unprovoked,SOUTH AFRICA,rowing sports,F,28.0,Y,,4,ZA,-29.0,24.0,Autumn
1958-04-03,1958,Unprovoked,SOUTH AFRICA,swimming,M,29.0,Y,,4,ZA,-29.0,24.0,Autumn
1958-01-09,1958,Unprovoked,SOUTH AFRICA,swimming,M,,Y,white shark,1,ZA,-29.0,24.0,Summer
1958-00-00,1958,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,0,ZA,-29.0,24.0,
1958-00-00,1958,Unprovoked,SOUTH AFRICA,multiple activities,M,,Y,,0,ZA,-29.0,24.0,
1957-12-30,1957,Unprovoked,SOUTH AFRICA,wading,F,14.0,N,,12,ZA,-29.0,24.0,Spring
1957-12-26,1957,Unprovoked,SOUTH AFRICA,snorkeling,M,20.0,N,,12,ZA,-29.0,24.0,Spring
1957-12-23,1957,Unprovoked,SOUTH AFRICA,swimming,M,23.0,Y,,12,ZA,-29.0,24.0,Spring
1957-12-20,1957,Unprovoked,SOUTH AFRICA,wading,M,15.0,Y,,12,ZA,-29.0,24.0,Spring
1957-12-18,1957,Unprovoked,SOUTH AFRICA,surfing,M,16.0,N,,12,ZA,-29.0,24.0,Spring
1957-01-05,1957,Unprovoked,SOUTH AFRICA,wading,M,12.0,Y,,1,ZA,-29.0,24.0,Summer
1956-10-27,1956,Unprovoked,SOUTH AFRICA,snorkeling,M,29.0,N,white shark,10,ZA,-29.0,24.0,Spring
1956-08-01,1956,Unprovoked,SOUTH AFRICA,snorkeling,M,23.0,N,,8,ZA,-29.0,24.0,Winter
1956-05-26,1956,Watercraft,SOUTH AFRICA,fishing,,,N,white shark,5,ZA,-29.0,24.0,Autumn
1955-01-15,1955,Unprovoked,SOUTH AFRICA,,M,,Y,,1,ZA,-29.0,24.0,Summer
1954-12-04,1954,Unprovoked,SOUTH AFRICA,swimming,M,16.0,N,,12,ZA,-29.0,24.0,Spring
1953-12-30,1953,Unprovoked,SOUTH AFRICA,swimming,F,,N,,12,ZA,-29.0,24.0,Spring
1953-12-22,1953,Unprovoked,SOUTH AFRICA,swimming,M,23.0,N,,12,ZA,-29.0,24.0,Spring
1951-11-29,1951,Unprovoked,SOUTH AFRICA,swimming,M,23.0,N,white shark,11,ZA,-29.0,24.0,Spring
1951-11-28,1951,Unprovoked,SOUTH AFRICA,,M,24.0,N,white shark,11,ZA,-29.0,24.0,Spring
1951-03-15,1951,Unprovoked,SOUTH AFRICA,surfing,M,19.0,N,,3,ZA,-29.0,24.0,Summer
1951-02-19,1951,Unprovoked,SOUTH AFRICA,surfing,M,31.0,N,,2,ZA,-29.0,24.0,Summer
1951-01-21,1951,Unprovoked,SOUTH AFRICA,swimming,M,19.0,Y,,1,ZA,-29.0,24.0,Summer
1950-05-24,1950,Unprovoked,SOUTH AFRICA,,M,27.0,N,,5,ZA,-29.0,24.0,Autumn
1950-04-09,1950,Unprovoked,SOUTH AFRICA,fishing,M,,N,,4,ZA,-29.0,24.0,Autumn
1950-03-26,1950,Unprovoked,SOUTH AFRICA,wading,M,,N,,3,ZA,-29.0,24.0,Summer
1950-03-08,1950,Unprovoked,SOUTH AFRICA,,M,20.0,Y,,3,ZA,-29.0,24.0,Summer
1950-02-11,1950,Unprovoked,SOUTH AFRICA,surfing,M,14.0,Y,white shark,2,ZA,-29.0,24.0,Summer
2018-04-30,2018,Unprovoked,THAILAND,swimming,M,,N,,4,TH,15.0,100.0,Spring
2018-04-15,2018,Unprovoked,THAILAND,swimming,M,54.0,N,bull shark,4,TH,15.0,100.0,Spring
2015-09-01,2015,Unprovoked,THAILAND,wading,F,37.0,N,,9,TH,15.0,100.0,Summer
2005-09-02,2005,Provoked,THAILAND,,M,21.0,Y,,9,TH,15.0,100.0,Summer
2001-08-12,2001,Unprovoked,THAILAND,,M,,N,,8,TH,15.0,100.0,Summer
2000-01-05,2000,Unprovoked,THAILAND,snorkeling,M,35.0,Y,,1,TH,15.0,100.0,Winter
1979-08-03,1979,Unprovoked,THAILAND,,M,,Y,,8,TH,15.0,100.0,Summer
1966-11-14,1966,Unprovoked,THAILAND,,,28.0,,,11,TH,15.0,100.0,Autumn
2018-04-28,2018,Unprovoked,COSTA RICA,snorkeling,M,30.0,N,tiger shark,4,CR,10.0,-84.0,Spring
2017-11-30,2017,Unprovoked,COSTA RICA,snorkeling,M,26.0,N,tiger shark,11,CR,10.0,-84.0,Autumn
2017-11-30,2017,Unprovoked,COSTA RICA,snorkeling,F,49.0,Y,tiger shark,11,CR,10.0,-84.0,Autumn
2015-07-28,2015,Unprovoked,COSTA RICA,surfing,M,47.0,N,,7,CR,10.0,-84.0,Summer
2011-06-19,2011,Unprovoked,COSTA RICA,surfing,M,15.0,Y,,6,CR,10.0,-84.0,Spring
2003-01-03,2003,Unprovoked,COSTA RICA,surfing,M,,N,bull shark,1,CR,10.0,-84.0,Winter
2002-05-21,2002,Unprovoked,COSTA RICA,surfing,M,,N,bull shark,5,CR,10.0,-84.0,Spring
1968-00-00,1968,Unprovoked,COSTA RICA,swimming,M,,Y,,0,CR,10.0,-84.0,
1964-02-00,1964,Unprovoked,COSTA RICA,swimming,M,,Y,,2,CR,10.0,-84.0,Winter
1956-01-16,1956,Unprovoked,COSTA RICA,swimming,M,33.0,Y,,1,CR,10.0,-84.0,Winter
2018-04-23,2018,Unprovoked,MALDIVES,fishing,M,32.0,N,tiger shark,4,MV,3.25,73.0,Spring
1959-12-00,1959,Sea Disaster,MALDIVES,,F,3.0,Y,,12,MV,3.25,73.0,Autumn
2018-04-14,2018,Unprovoked,BAHAMAS,surfing,M,,N,tiger shark,4,BS,24.25,-76.0,Spring
2018-04-05,2018,Unprovoked,BAHAMAS,swimming,M,12.0,N,bull shark,4,BS,24.25,-76.0,Spring
2017-12-09,2017,Unprovoked,BAHAMAS,snorkeling,F,25.0,N,nurse shark,12,BS,24.25,-76.0,Autumn
2017-08-18,2017,Unprovoked,BAHAMAS,multiple activities,M,,N,,8,BS,24.25,-76.0,Summer
2017-07-27,2017,Unprovoked,BAHAMAS,snorkeling,F,,N,,7,BS,24.25,-76.0,Summer
2017-07-26,2017,Unprovoked,BAHAMAS,multiple activities,M,,N,,7,BS,24.25,-76.0,Summer
2017-06-14,2017,Unprovoked,BAHAMAS,,F,,N,,6,BS,24.25,-76.0,Spring
2017-06-02,2017,Unprovoked,BAHAMAS,snorkeling,F,32.0,N,tiger shark,6,BS,24.25,-76.0,Spring
2017-03-09,2017,Unprovoked,BAHAMAS,,M,58.0,N,lemon shark,3,BS,24.25,-76.0,Winter
2017-02-01,2017,Unprovoked,BAHAMAS,snorkeling,M,37.0,N,caribbean reef shark,2,BS,24.25,-76.0,Winter
2016-08-07,2016,Unprovoked,BAHAMAS,snorkeling,M,15.0,N,,8,BS,24.25,-76.0,Summer
2016-07-23,2016,Unprovoked,BAHAMAS,multiple activities,M,,N,bull shark,7,BS,24.25,-76.0,Summer
2016-07-14,2016,Unprovoked,BAHAMAS,snorkeling,M,,N,lemon shark,7,BS,24.25,-76.0,Summer
2016-03-26,2016,Provoked,BAHAMAS,,M,9.0,N,nurse shark,3,BS,24.25,-76.0,Winter
2015-12-11,2015,Unprovoked,BAHAMAS,fishing,M,26.0,N,bull shark,12,BS,24.25,-76.0,Autumn
2015-07-04,2015,Unprovoked,BAHAMAS,multiple activities,F,23.0,N,,7,BS,24.25,-76.0,Summer
2015-01-06,2015,Unprovoked,BAHAMAS,snorkeling,F,34.0,N,,1,BS,24.25,-76.0,Winter
2014-08-09,2014,Unprovoked,BAHAMAS,multiple activities,M,,N,bull shark,8,BS,24.25,-76.0,Summer
2014-06-25,2014,Unprovoked,BAHAMAS,multiple activities,M,42.0,N,caribbean reef shark,6,BS,24.25,-76.0,Spring
2013-11-10,2013,Provoked,BAHAMAS,fishing,M,77.0,N,,11,BS,24.25,-76.0,Autumn
2013-09-01,2013,Unprovoked,BAHAMAS,,M,,N,,9,BS,24.25,-76.0,Summer
2013-08-31,2013,Unprovoked,BAHAMAS,multiple activities,M,,N,blacktip shark,8,BS,24.25,-76.0,Summer
2013-07-29,2013,Unprovoked,BAHAMAS,multiple activities,M,40.0,N,,7,BS,24.25,-76.0,Summer
2013-07-28,2013,Unprovoked,BAHAMAS,,M,64.0,N,nurse shark,7,BS,24.25,-76.0,Summer
2013-07-28,2013,Unprovoked,BAHAMAS,snorkeling,M,50.0,N,,7,BS,24.25,-76.0,Summer
2013-03-21,2013,Unprovoked,BAHAMAS,fishing,M,50.0,N,,3,BS,24.25,-76.0,Winter
2012-07-07,2012,Unprovoked,BAHAMAS,multiple activities,M,,N,,7,BS,24.25,-76.0,Summer
2012-01-22,2012,Unprovoked,BAHAMAS,snorkeling,M,,N,tiger shark,1,BS,24.25,-76.0,Winter
2011-07-13,2011,Unprovoked,BAHAMAS,snorkeling,M,54.0,N,,7,BS,24.25,-76.0,Summer
2011-01-26,2011,Unprovoked,BAHAMAS,snorkeling,M,55.0,N,caribbean reef shark,1,BS,24.25,-76.0,Winter
2010-10-02,2010,Unprovoked,BAHAMAS,snorkeling,M,,N,lemon shark,10,BS,24.25,-76.0,Autumn
2010-10-02,2010,Unprovoked,BAHAMAS,surfing,F,,N,lemon shark,10,BS,24.25,-76.0,Autumn
2009-07-31,2009,Unprovoked,BAHAMAS,multiple activities,M,14.0,N,bull shark,7,BS,24.25,-76.0,Summer
2009-07-11,2009,Provoked,BAHAMAS,multiple activities,M,,N,caribbean reef shark,7,BS,24.25,-76.0,Summer
2009-05-06,2009,Provoked,BAHAMAS,multiple activities,M,48.0,N,,5,BS,24.25,-76.0,Spring
2008-06-28,2008,Unprovoked,BAHAMAS,multiple activities,M,42.0,N,bull shark,6,BS,24.25,-76.0,Spring
2008-05-24,2008,Sea Disaster,BAHAMAS,sea disaster,M,,N,tiger shark,5,BS,24.25,-76.0,Spring
2008-02-24,2008,Unprovoked,BAHAMAS,snorkeling,M,49.0,Y,bull shark,2,BS,24.25,-76.0,Winter
2007-09-28,2007,Unprovoked,BAHAMAS,multiple activities,F,48.0,N,caribbean reef shark,9,BS,24.25,-76.0,Summer
2007-07-10,2007,Unprovoked,BAHAMAS,multiple activities,F,48.0,N,bull shark,7,BS,24.25,-76.0,Summer
2007-05-00,2007,Provoked,BAHAMAS,,F,20.0,N,lemon shark,5,BS,24.25,-76.0,Spring
2006-10-00,2006,Unprovoked,BAHAMAS,snorkeling,F,26.0,N,,10,BS,24.25,-76.0,Autumn
2006-06-24,2006,Unprovoked,BAHAMAS,multiple activities,M,25.0,N,,6,BS,24.25,-76.0,Spring
2005-10-03,2005,Unprovoked,BAHAMAS,snorkeling,M,35.0,N,,10,BS,24.25,-76.0,Autumn
2004-05-18,2004,Provoked,BAHAMAS,multiple activities,M,63.0,N,caribbean reef shark,5,BS,24.25,-76.0,Spring
2003-07-09,2003,Unprovoked,BAHAMAS,multiple activities,M,58.0,N,,7,BS,24.25,-76.0,Summer
2003-07-04,2003,Unprovoked,BAHAMAS,multiple activities,M,39.0,N,bull shark,7,BS,24.25,-76.0,Summer
2002-04-09,2002,Unprovoked,BAHAMAS,wading,M,43.0,N,bull shark,4,BS,24.25,-76.0,Spring
2001-08-31,2001,Unprovoked,BAHAMAS,multiple activities,M,44.0,N,bull shark,8,BS,24.25,-76.0,Summer
2001-08-16,2001,Unprovoked,BAHAMAS,multiple activities,M,43.0,N,bull shark,8,BS,24.25,-76.0,Summer
2001-08-04,2001,Unprovoked,BAHAMAS,swimming,M,36.0,N,,8,BS,24.25,-76.0,Summer
1999-08-05,1999,Unprovoked,BAHAMAS,multiple activities,M,35.0,N,,8,BS,24.25,-76.0,Summer
1998-08-15,1998,Unprovoked,BAHAMAS,multiple activities,M,28.0,N,caribbean reef shark,8,BS,24.25,-76.0,Summer
1997-05-26,1997,Unprovoked,BAHAMAS,multiple activities,M,54.0,N,caribbean reef shark,5,BS,24.25,-76.0,Spring
1997-05-17,1997,Unprovoked,BAHAMAS,multiple activities,M,,N,,5,BS,24.25,-76.0,Spring
1996-07-04,1996,Unprovoked,BAHAMAS,snorkeling,M,24.0,N,,7,BS,24.25,-76.0,Summer
1994-06-24,1994,Unprovoked,BAHAMAS,multiple activities,M,30.0,N,,6,BS,24.25,-76.0,Spring
1994-04-06,1994,Unprovoked,BAHAMAS,wading,M,,N,,4,BS,24.25,-76.0,Spring
1993-08-21,1993,Unprovoked,BAHAMAS,multiple activities,M,51.0,N,,8,BS,24.25,-76.0,Summer
1992-08-29,1992,Unprovoked,BAHAMAS,snorkeling,F,34.0,N,blacktip shark,8,BS,24.25,-76.0,Summer
1990-06-23,1990,Unprovoked,BAHAMAS,multiple activities,M,38.0,N,,6,BS,24.25,-76.0,Spring
1989-08-09,1989,Unprovoked,BAHAMAS,multiple activities,F,31.0,N,,8,BS,24.25,-76.0,Summer
1988-07-23,1988,Unprovoked,BAHAMAS,multiple activities,M,,N,,7,BS,24.25,-76.0,Summer
1988-07-19,1988,Unprovoked,BAHAMAS,multiple activities,M,28.0,N,caribbean reef shark,7,BS,24.25,-76.0,Summer
1988-07-17,1988,Unprovoked,BAHAMAS,snorkeling,M,35.0,N,caribbean reef shark,7,BS,24.25,-76.0,Summer
1988-07-04,1988,Unprovoked,BAHAMAS,snorkeling,M,,N,,7,BS,24.25,-76.0,Summer
1988-07-00,1988,Unprovoked,BAHAMAS,multiple activities,M,,N,,7,BS,24.25,-76.0,Summer
1987-07-09,1987,Unprovoked,BAHAMAS,snorkeling,M,35.0,N,,7,BS,24.25,-76.0,Summer
1987-07-00,1987,Unprovoked,BAHAMAS,multiple activities,M,,N,,7,BS,24.25,-76.0,Summer
1986-12-06,1986,Unprovoked,BAHAMAS,,M,37.0,N,,12,BS,24.25,-76.0,Autumn
1983-07-12,1983,Unprovoked,BAHAMAS,multiple activities,M,13.0,N,,7,BS,24.25,-76.0,Summer
1983-06-22,1983,Unprovoked,BAHAMAS,multiple activities,M,15.0,Y,,6,BS,24.25,-76.0,Spring
1983-06-15,1983,Unprovoked,BAHAMAS,,M,30.0,N,blacktip shark,6,BS,24.25,-76.0,Spring
1983-06-00,1983,Unprovoked,BAHAMAS,multiple activities,M,,N,caribbean reef shark,6,BS,24.25,-76.0,Spring
1982-06-26,1982,Unprovoked,BAHAMAS,multiple activities,M,19.0,N,lemon shark,6,BS,24.25,-76.0,Spring
1981-08-07,1981,Unprovoked,BAHAMAS,multiple activities,M,53.0,N,mako shark,8,BS,24.25,-76.0,Summer
1973-09-14,1973,Unprovoked,BAHAMAS,multiple activities,M,11.0,N,bull shark,9,BS,24.25,-76.0,Summer
1969-00-00,1969,Provoked,BAHAMAS,,,,N,,0,BS,24.25,-76.0,
1968-10-29,1968,Provoked,BAHAMAS,,M,,N,,10,BS,24.25,-76.0,Autumn
1968-07-10,1968,Unprovoked,BAHAMAS,swimming,M,,Y,,7,BS,24.25,-76.0,Summer
1968-06-25,1968,Unprovoked,BAHAMAS,multiple activities,M,17.0,N,caribbean reef shark,6,BS,24.25,-76.0,Spring
1967-08-00,1967,Unprovoked,BAHAMAS,,M,41.0,N,,8,BS,24.25,-76.0,Summer
1966-08-27,1966,Unprovoked,BAHAMAS,snorkeling,F,18.0,N,,8,BS,24.25,-76.0,Summer
1965-10-16,1965,Unprovoked,BAHAMAS,swimming,M,32.0,N,,10,BS,24.25,-76.0,Autumn
1965-10-16,1965,Unprovoked,BAHAMAS,,F,,Y,,10,BS,24.25,-76.0,Autumn
1965-07-30,1965,Provoked,BAHAMAS,,M,,N,lemon shark,7,BS,24.25,-76.0,Summer
1958-09-06,1958,Unprovoked,BAHAMAS,fishing,M,42.0,N,,9,BS,24.25,-76.0,Summer
1958-07-00,1958,Unprovoked,BAHAMAS,multiple activities,M,36.0,N,tiger shark,7,BS,24.25,-76.0,Summer
2018-04-09,2018,Unprovoked,NEW CALEDONIA,multiple activities,,,N,,4,NC,-21.5,165.5,Autumn
